userId,userAge,country,movieId,movieGenres,rating,timestamp
13,47,Macedonia,272,Drama,4,884538403
305,23,Brazil,427,Drama,5,886323090
43,29,Montenegro,14,Drama Romance,2,883955745
57,16,Bolivia,419,Children's Comedy Musical,3,883698454
269,31,Italy,504,Crime Drama,4,891449922
194,38,Brazil,466,Thriller,4,879525876
99,20,Saudi Arabia,268,Drama Romance,3,885678247
259,21,Argentina,117,Action Adventure Thriller,4,874724988
303,19,Anguilla,919,Adventure Sci-Fi,4,879467295
121,54,Montenegro,514,Comedy Romance,3,891387947
49,23,Uruguay,559,Drama Horror,2,888067405
155,32,Uruguay,323,Action Thriller,2,879371261
172,55,China,177,Action Western,4,875537965
268,24,Brazil,231,Action Adventure Comedy Crime,4,875744136
305,23,Brazil,117,Action Adventure Thriller,2,886324028
43,29,Montenegro,137,Drama,4,875975656
80,34,Bhutan,466,Thriller,5,887401701
298,44,Uruguay,281,Action Thriller,3,884183336
66,23,Italy,298,Action Sci-Fi Thriller,4,883601324
268,24,Brazil,1035,Comedy,2,875542174
13,47,Macedonia,98,Drama Thriller,4,881515011
7,57,Anguilla,455,Action,4,891353086
200,40,Bolivia,673,Film-Noir Thriller,5,884128554
213,33,Azerbaijan,172,Action Adventure Drama Romance Sci-Fi War,5,878955442
94,26,Azerbaijan,1217,Thriller,3,891723086
38,28,Saudi Arabia,328,Action Mystery Romance Thriller,4,892428688
293,24,Anguilla,1267,Drama,3,888906966
130,20,Anguilla,216,Comedy Romance,4,875216545
256,35,Saudi Arabia,452,Action Horror,4,882164999
72,48,Bhutan,48,Documentary,4,880036718
13,47,Macedonia,360,Documentary,4,882140926
92,32,Brazil,77,Drama Thriller,3,875654637
292,35,Italy,174,Action Adventure,5,881105481
251,28,Bolivia,748,Action Romance Thriller,2,886272175
181,26,Argentina,220,Comedy Romance,4,878962392
305,23,Brazil,471,Drama War,4,886323648
161,50,Montenegro,202,Comedy Romance,5,891170769
125,30,Saint Helena,235,Action Comedy Sci-Fi War,2,892838559
58,27,Saint Helena,1098,Comedy,4,884304936
90,60,Bhutan,347,Comedy Drama,4,891383319
194,38,Brazil,181,Action Adventure Romance Sci-Fi War,3,879521396
110,19,Bhutan,688,Comedy,1,886987605
151,38,Brazil,10,Drama War,5,879524921
6,42,Bolivia,14,Drama Romance,5,883599249
303,19,Anguilla,69,Comedy Romance War,5,879467542
301,24,Saint Helena,790,Comedy,4,882078621
305,23,Brazil,214,Drama Musical War,2,886323068
91,55,Macedonia,323,Action Thriller,2,891438397
294,34,Montenegro,109,Comedy Sci-Fi,4,877819599
200,40,Bolivia,318,Drama War,5,884128458
178,26,American Samoa,568,Action Romance Thriller,4,882826555
62,27,China,65,Comedy Drama,4,879374686
92,32,Brazil,172,Action Adventure Drama Romance Sci-Fi War,4,875653271
36,19,Saudi Arabia,339,Action Drama,5,882157581
63,31,Saudi Arabia,242,Comedy,3,875747190
279,33,Saudi Arabia,68,Action Romance Thriller,4,875307407
14,45,Italy,98,Drama Thriller,3,890881335
194,38,Brazil,54,Action Drama Thriller,3,879525876
119,32,Montenegro,237,Drama Romance,5,874775038
268,24,Brazil,930,Action Adventure Thriller,2,875742942
66,23,Italy,258,Drama Sci-Fi,4,883601089
83,40,Saint Helena,623,Children's Comedy,4,880308578
192,42,Uruguay,476,Comedy,2,881368243
268,24,Brazil,145,Action Sci-Fi Thriller,1,875744501
307,25,American Samoa,89,Film-Noir Sci-Fi,5,879283786
83,40,Saint Helena,576,Action Adventure Crime,4,880308755
297,29,Uruguay,133,Drama Romance War,4,875240090
7,57,Anguilla,382,Comedy Drama,4,891352093
181,26,Argentina,872,Romance,1,878961814
85,51,China,507,Drama,4,879456199
59,49,China,468,Drama,3,888205855
193,29,Saudi Arabia,96,Action Sci-Fi Thriller,1,889124507
292,35,Italy,11,Crime Thriller,5,881104093
275,38,Argentina,98,Drama Thriller,4,875155140
219,32,Argentina,82,Action Adventure Sci-Fi,1,889452455
123,48,Macedonia,427,Drama,3,879873020
158,50,American Samoa,177,Action Western,4,880134407
302,42,Anguilla,322,Mystery Thriller,2,879436875
301,24,Saint Helena,79,Action Thriller,5,882076403
201,27,Argentina,695,Comedy Drama,1,884140115
1,24,Brazil,189,Animation Comedy,3,888732928
23,30,Italy,385,Action Adventure Comedy Romance,4,874786462
296,43,Anguilla,705,Musical Romance,5,884197193
33,23,Macedonia,872,Romance,3,891964230
16,21,Azerbaijan,64,Drama,5,877720297
154,25,Bolivia,357,Drama,4,879138713
296,43,Anguilla,508,Drama,5,884196584
244,28,Italy,673,Film-Noir Thriller,3,880606667
13,47,Macedonia,215,Drama,5,882140588
270,18,Argentina,452,Action Horror,4,876956264
187,26,Uruguay,64,Drama,5,879465631
170,53,Tuvalu,749,Comedy Romance,5,887646170
184,37,China,218,Thriller,3,889909840
181,26,Argentina,1295,Comedy Drama,1,878961781
1,24,Brazil,33,Action Romance Thriller,4,878542699
184,37,China,321,Comedy,5,889906967
94,26,Azerbaijan,343,Action Horror Sci-Fi,4,891725009
23,30,Italy,323,Action Thriller,2,874784266
301,24,Saint Helena,191,Drama Mystery,3,882075672
82,50,China,183,Action Horror Sci-Fi Thriller,3,878769848
218,37,Bolivia,430,Comedy War,3,877488316
303,19,Anguilla,134,Drama,5,879467959
215,35,China,212,Drama,2,891435680
254,44,Tuvalu,662,Drama Romance,4,887347350
104,27,Saudi Arabia,984,Thriller,1,888442575
267,23,Argentina,410,Comedy,4,878970785
240,23,Saudi Arabia,879,Action Thriller War,3,885775745
294,34,Montenegro,271,Action Adventure Sci-Fi War,5,889241426
18,35,Saudi Arabia,26,Comedy,4,880129731
308,60,Azerbaijan,649,Crime Drama Thriller,4,887739292
191,33,Anguilla,302,Crime Film-Noir Mystery Thriller,4,891560253
200,40,Bolivia,96,Action Sci-Fi Thriller,5,884129409
61,36,Montenegro,678,Drama Thriller,3,892302309
271,51,China,709,Comedy Romance,3,885849325
275,38,Argentina,597,Action Thriller,3,876197678
87,47,American Samoa,40,Comedy,3,879876917
272,33,Azerbaijan,1393,Action Thriller,2,879454663
207,39,Anguilla,1115,Comedy Drama Romance,2,879664906
271,51,China,378,Drama,4,885849447
49,23,Uruguay,959,Comedy,2,888068912
130,20,Anguilla,1017,Drama,3,874953895
203,25,Macedonia,321,Comedy,3,880433418
43,29,Montenegro,323,Action Thriller,3,875975110
197,55,Macedonia,96,Action Sci-Fi Thriller,5,891409839
194,38,Brazil,66,Comedy Romance,3,879527264
308,60,Azerbaijan,402,Comedy Romance Thriller,4,887740700
269,31,Italy,522,Comedy Drama,5,891447773
268,24,Brazil,62,Action Adventure Sci-Fi,3,875310824
121,54,Montenegro,291,Mystery Thriller,3,891390477
134,31,Montenegro,286,Drama Romance War,3,891732334
234,60,Macedonia,612,Drama,3,892079140
38,28,Saudi Arabia,758,Sci-Fi Thriller,1,892434626
7,57,Anguilla,163,Comedy,4,891353444
275,38,Argentina,405,Action Adventure Mystery,2,876197645
102,38,Azerbaijan,823,Crime Film-Noir Thriller,3,888801465
178,26,American Samoa,731,Comedy Drama Romance,4,882827532
256,35,Saudi Arabia,781,Comedy Romance,5,882165296
244,28,Italy,186,Action Comedy Musical,3,880605697
43,29,Montenegro,815,Drama Romance,4,883956189
151,38,Brazil,197,Drama Romance,5,879528710
109,29,Bolivia,631,Action Drama Romance War,3,880579371
249,25,Saudi Arabia,188,Action Drama War,4,879641067
301,24,Saint Helena,604,Comedy,4,882075994
92,32,Brazil,501,Animation Children's Musical,2,875653665
268,24,Brazil,436,Horror,3,875310745
213,33,Azerbaijan,173,Action Adventure Comedy Romance,5,878955442
13,47,Macedonia,498,Action Adventure Romance War,4,882139901
5,33,Tuvalu,17,Action Comedy Crime Horror Thriller,4,875636198
174,30,Saudi Arabia,315,Drama Thriller,5,886432749
213,33,Azerbaijan,515,Action Drama War,4,878870518
128,24,Argentina,15,Drama,4,879968827
181,26,Argentina,279,Drama,1,878962955
250,29,Bolivia,238,Comedy,4,878089963
60,50,Tuvalu,60,Drama,5,883327734
119,32,Montenegro,407,Comedy,3,887038665
216,22,Italy,228,Action Adventure Sci-Fi,3,880245642
203,25,Macedonia,471,Drama War,4,880434463
13,47,Macedonia,892,Children's Comedy Fantasy,3,882774224
286,27,Azerbaijan,288,Horror Thriller,5,875806672
99,20,Saudi Arabia,111,Comedy Romance,1,885678886
65,51,Azerbaijan,47,Comedy Drama,2,879216672
269,31,Italy,217,Horror Romance,2,891451610
250,29,Bolivia,596,Animation Children's Musical,5,878089921
201,27,Argentina,960,Drama,2,884112077
111,57,Tuvalu,328,Action Mystery Romance Thriller,4,891679939
215,35,China,211,Comedy War,4,891436202
189,32,China,1060,Adventure Children's,5,893264301
303,19,Anguilla,404,Animation Children's,4,879468375
187,26,Uruguay,210,Action Adventure,4,879465242
214,26,Macedonia,568,Action Romance Thriller,4,892668197
285,25,China,191,Drama Mystery,4,890595859
96,25,Italy,156,Crime Thriller,4,884402860
115,31,Argentina,1067,Comedy,4,881171009
116,40,Brazil,350,Action Mystery Thriller,3,886977926
269,31,Italy,246,Drama Romance,5,891457067
70,27,Saudi Arabia,431,Action Adventure,3,884150257
72,48,Bhutan,182,Crime Drama,5,880036515
290,40,Brazil,50,Action Adventure Romance Sci-Fi War,5,880473582
299,29,Saint Helena,303,Drama,3,877618584
200,40,Bolivia,365,Drama,5,884129962
184,37,China,187,Action Crime Drama,4,889909024
13,47,Macedonia,229,Action Adventure Sci-Fi,4,882397650
235,37,Macedonia,185,Horror Romance Thriller,4,889655435
246,19,Azerbaijan,94,Children's Comedy,2,884923505
63,31,Saudi Arabia,762,Drama,3,875747688
92,32,Brazil,168,Comedy,4,875653723
307,25,American Samoa,174,Action Adventure,4,879283480
256,35,Saudi Arabia,849,Action Romance,2,882164603
164,47,Uruguay,406,Horror Thriller,2,889402389
224,31,Montenegro,77,Drama Thriller,4,888103872
94,26,Azerbaijan,184,Action Adventure Comedy Horror Sci-Fi,2,891720862
130,20,Anguilla,109,Comedy Sci-Fi,3,874953794
94,26,Azerbaijan,720,Action Adventure Drama Romance,1,891723593
129,36,Uruguay,873,Comedy Romance,1,883245452
64,32,Montenegro,381,Comedy Romance,4,879365491
45,29,Saudi Arabia,25,Comedy,4,881014015
276,21,Bhutan,922,Western,4,889174849
234,60,Macedonia,187,Action Crime Drama,4,892079140
21,26,American Samoa,370,Drama Thriller,1,874951293
264,36,Italy,721,Comedy,5,886123656
197,55,Macedonia,346,Crime Drama,3,891409070
308,60,Azerbaijan,427,Drama,4,887736584
131,59,American Samoa,126,Drama,4,883681514
109,29,Bolivia,8,Children's Comedy Drama,3,880572642
230,28,Bolivia,680,Action Adventure,4,880484286
192,42,Uruguay,1061,Comedy Drama,4,881368891
90,60,Bhutan,900,Drama,4,891382309
128,24,Argentina,603,Mystery Thriller,5,879966839
244,28,Italy,265,Action Thriller,4,880606634
157,57,Argentina,25,Comedy,3,886890787
119,32,Montenegro,382,Comedy Drama,5,874781742
231,48,Uruguay,181,Action Adventure Romance Sci-Fi War,4,888605273
288,34,Uruguay,132,Adventure Children's Drama Musical,3,886374129
301,24,Saint Helena,33,Action Romance Thriller,4,882078228
90,60,Bhutan,259,Children's Comedy,2,891382392
59,49,China,742,Drama Thriller,3,888203053
130,20,Anguilla,642,Crime Drama Film-Noir,4,875216933
56,25,Saudi Arabia,121,Action Sci-Fi War,5,892679480
62,27,China,12,Crime Thriller,4,879373613
181,26,Argentina,1015,Children's Drama,1,878963121
178,26,American Samoa,845,Comedy,4,882824291
79,39,Brazil,303,Drama,4,891271203
308,60,Azerbaijan,81,Comedy Romance,5,887737293
269,31,Italy,198,Thriller,4,891447062
222,29,China,781,Comedy Romance,3,881059677
269,31,Italy,22,Action Drama War,1,891448072
230,28,Bolivia,742,Drama Thriller,5,880485043
239,39,American Samoa,1099,Drama,5,889179253
56,25,Saudi Arabia,546,Action Thriller,3,892679460
271,51,China,1028,Comedy Romance,2,885848102
69,24,Uruguay,240,Animation Comedy,3,882126156
22,25,Macedonia,376,Comedy,3,878887112
82,50,China,717,Drama Thriller,1,884714492
269,31,Italy,234,Action Horror,1,891449406
243,33,Anguilla,1039,Drama,4,879988184
282,22,American Samoa,325,Drama Thriller,1,881703044
118,21,Anguilla,200,Horror,5,875384647
171,48,Uruguay,292,Drama,4,891034835
10,53,Tuvalu,100,Crime Drama Thriller,5,877891747
107,39,Brazil,333,Mystery Thriller,3,891264267
13,47,Macedonia,901,Comedy,1,883670672
244,28,Italy,17,Action Comedy Crime Horror Thriller,2,880607205
226,28,Italy,242,Comedy,5,883888671
276,21,Bhutan,417,Children's Drama,4,874792907
306,45,Macedonia,235,Action Comedy Sci-Fi War,4,876504354
280,30,American Samoa,631,Action Drama Romance War,5,891700751
56,25,Saudi Arabia,71,Animation Children's Musical,4,892683275
1,24,Brazil,202,Comedy Romance,5,875072442
173,56,American Samoa,289,Drama Musical,4,877556988
185,53,Montenegro,23,Drama Thriller,4,883524249
244,28,Italy,381,Comedy Romance,4,880604077
7,57,Anguilla,497,Comedy,4,891352134
178,26,American Samoa,742,Drama Thriller,3,882823833
234,60,Macedonia,1462,Crime Drama Romance,3,892333865
109,29,Bolivia,127,Action Crime Drama,2,880563471
269,31,Italy,705,Musical Romance,2,891448850
264,36,Italy,655,Adventure Comedy Drama,4,886123530
42,30,Saint Helena,588,Animation Children's Musical,5,881108147
87,47,American Samoa,367,Comedy,4,879876702
256,35,Saudi Arabia,127,Action Crime Drama,4,882164406
181,26,Argentina,762,Drama,2,878963418
92,32,Brazil,739,Comedy Romance,2,876175582
246,19,Azerbaijan,665,Action Horror Sci-Fi Thriller,4,884922831
188,42,Bhutan,692,Comedy Drama Romance,5,875072583
5,33,Tuvalu,439,Horror,1,878844423
193,29,Saudi Arabia,407,Comedy,4,889127921
90,60,Bhutan,1198,Crime Thriller,5,891383866
5,33,Tuvalu,225,Children's Comedy,2,875635723
311,32,Anguilla,432,Animation Children's Musical,4,884365485
276,21,Bhutan,188,Action Drama War,4,874792547
72,48,Bhutan,866,Comedy Romance,4,880035887
1,24,Brazil,171,Comedy Sci-Fi,5,889751711
165,20,Bhutan,216,Comedy Romance,4,879525778
181,26,Argentina,121,Action Sci-Fi War,4,878962623
234,60,Macedonia,626,Children's Drama,4,892336358
90,60,Bhutan,25,Comedy,5,891384789
263,41,Brazil,96,Action Sci-Fi Thriller,4,891298336
279,33,Saudi Arabia,586,Action,4,892864663
288,34,Uruguay,593,War,2,886892127
286,27,Azerbaijan,153,Comedy,5,877531406
22,25,Macedonia,80,Action Comedy War,4,878887227
223,19,Montenegro,328,Action Mystery Romance Thriller,3,891548959
268,24,Brazil,147,Action Thriller,4,876514002
274,20,Bolivia,405,Action Adventure Mystery,4,878945840
268,24,Brazil,217,Horror Romance,2,875744501
164,47,Uruguay,620,Drama,3,889402298
92,32,Brazil,515,Action Drama War,4,875640800
56,25,Saudi Arabia,449,Action Adventure Sci-Fi,5,892679308
234,60,Macedonia,10,Drama War,3,891227851
308,60,Azerbaijan,187,Action Crime Drama,5,887738760
192,42,Uruguay,948,Comedy Romance,3,881368302
85,51,China,588,Animation Children's Musical,3,880838306
201,27,Argentina,272,Drama,3,886013700
295,31,Azerbaijan,739,Comedy Romance,4,879518319
295,31,Azerbaijan,39,Action Crime Sci-Fi,4,879518279
93,48,Uruguay,820,Adventure Animation Children's Comedy Fantasy,3,888705966
158,50,American Samoa,665,Action Horror Sci-Fi Thriller,2,880134532
82,50,China,597,Action Thriller,3,878768882
13,47,Macedonia,823,Crime Film-Noir Thriller,5,882397833
83,40,Saint Helena,660,Drama,4,880308256
222,29,China,796,Comedy Romance,4,878183684
267,23,Argentina,121,Action Sci-Fi War,3,878970681
181,26,Argentina,1060,Adventure Children's,1,878962675
43,29,Montenegro,120,Comedy Crime,4,884029430
253,26,Macedonia,259,Children's Comedy,2,891628883
77,30,Saint Helena,518,Drama,4,884753202
268,24,Brazil,21,Action Adventure Comedy Musical Thriller,3,875742822
234,60,Macedonia,81,Comedy Romance,3,892334680
236,44,Macedonia,57,Drama,5,890116575
156,25,Uruguay,661,Western,4,888185947
168,48,Bolivia,866,Comedy Romance,5,884287927
141,49,Montenegro,245,Action Drama Thriller War,3,884584426
102,38,Azerbaijan,70,Comedy Romance,3,888803537
90,60,Bhutan,506,Drama,5,891383319
44,26,Uruguay,660,Drama,5,878347915
7,57,Anguilla,661,Western,5,891351624
62,27,China,68,Action Romance Thriller,1,879374969
178,26,American Samoa,433,Comedy,4,882827834
77,30,Saint Helena,474,Sci-Fi War,5,884732407
56,25,Saudi Arabia,1047,Comedy,4,892911290
286,27,Azerbaijan,99,Animation Children's Musical,4,878141681
181,26,Argentina,1288,Comedy,1,878962349
224,31,Montenegro,69,Comedy Romance War,4,888082495
221,19,China,1010,Drama,3,875246662
207,39,Anguilla,318,Drama War,5,877124871
7,57,Anguilla,648,Comedy Romance,5,891351653
195,42,Montenegro,1052,Comedy Horror,1,877835102
306,45,Macedonia,287,Drama,4,876504442
94,26,Azerbaijan,62,Action Adventure Sci-Fi,3,891722933
108,44,Bhutan,100,Crime Drama Thriller,4,879879720
181,26,Argentina,927,Drama,1,878962675
90,60,Bhutan,22,Action Drama War,4,891384357
286,27,Azerbaijan,357,Drama,4,877531537
311,32,Anguilla,179,Sci-Fi,2,884365357
21,26,American Samoa,440,Horror,1,874951798
181,26,Argentina,405,Action Adventure Mystery,4,878962919
37,23,Bolivia,540,Action,2,880916070
244,28,Italy,183,Action Horror Sci-Fi Thriller,4,880606043
270,18,Argentina,25,Comedy,5,876954456
94,26,Azerbaijan,572,Action Thriller,3,891723883
239,39,American Samoa,272,Drama,5,889181247
254,44,Tuvalu,121,Action Sci-Fi War,3,886472369
178,26,American Samoa,385,Action Adventure Comedy Romance,4,882826982
268,24,Brazil,955,Drama Romance,3,875745160
276,21,Bhutan,294,Comedy,4,874786366
207,39,Anguilla,845,Comedy,3,881681663
305,23,Brazil,654,Film-Noir Mystery Thriller,4,886323937
64,32,Montenegro,736,Drama Romance,4,889739212
7,57,Anguilla,378,Drama,5,891353011
69,24,Uruguay,268,Drama Romance,5,882027109
21,26,American Samoa,129,Crime Drama Romance Thriller,4,874951382
194,38,Brazil,152,Comedy Sci-Fi,3,879549996
113,47,Montenegro,126,Drama,5,875076827
95,31,Uruguay,233,Action,4,879196354
59,49,China,323,Action Thriller,4,888206809
292,35,Italy,589,Western,4,881105516
79,39,Brazil,50,Action Adventure Romance Sci-Fi War,4,891271545
125,30,Saint Helena,190,Drama War,5,892836309
303,19,Anguilla,161,Action Romance,5,879468547
255,23,Macedonia,1034,Action Adventure,1,883217030
90,60,Bhutan,923,Drama,5,891383912
279,33,Saudi Arabia,122,Comedy,1,875297433
222,29,China,448,Horror,3,878183565
42,30,Saint Helena,625,Animation Children's,3,881108873
254,44,Tuvalu,357,Drama,3,886472466
230,28,Bolivia,1444,Children's Comedy Mystery,2,880485726
6,42,Bolivia,301,Comedy,2,883600406
256,35,Saudi Arabia,443,Horror,3,882164727
104,27,Saudi Arabia,285,Drama,4,888465201
111,57,Tuvalu,301,Comedy,4,891680028
25,39,American Samoa,222,Action Adventure Sci-Fi,4,885852817
270,18,Argentina,98,Drama Thriller,5,876955868
83,40,Saint Helena,215,Drama,4,880307940
89,43,American Samoa,216,Comedy Romance,5,879459859
305,23,Brazil,512,Comedy Drama Romance,4,886323525
286,27,Azerbaijan,175,Sci-Fi,5,877532470
256,35,Saudi Arabia,86,Drama,5,882165103
140,30,Anguilla,332,Crime Drama Thriller,3,879013617
11,39,Uruguay,227,Action Adventure Sci-Fi,3,891905896
150,20,Bolivia,181,Action Adventure Romance Sci-Fi War,5,878746685
20,42,Argentina,208,Comedy Horror,2,879669401
181,26,Argentina,930,Action Adventure Thriller,1,878963275
85,51,China,1065,Documentary War,3,879455021
222,29,China,379,Horror,1,878184290
215,35,China,421,Drama Romance,4,891435704
174,30,Saudi Arabia,937,Drama,5,886432989
68,19,Argentina,742,Drama Thriller,1,876974198
160,27,Uruguay,462,Drama Romance,4,876858346
224,31,Montenegro,178,Drama,4,888082468
99,20,Saudi Arabia,1016,Action Adventure Thriller,5,885678724
292,35,Italy,9,Drama,4,881104148
85,51,China,228,Action Adventure Sci-Fi,3,882813248
92,32,Brazil,831,Action Adventure Sci-Fi Thriller,2,886443708
87,47,American Samoa,401,Comedy,2,879876813
1,24,Brazil,155,Musical Romance,2,878542201
222,29,China,53,Action Thriller,5,878184113
7,57,Anguilla,554,Action Adventure,3,891354639
161,50,Montenegro,318,Drama War,3,891170824
56,25,Saudi Arabia,91,Children's Comedy Musical,4,892683275
7,57,Anguilla,472,Action Adventure Fantasy,2,891353357
226,28,Italy,56,Crime Drama,4,883889102
308,60,Azerbaijan,1286,Comedy Musical Romance,3,887738151
180,22,Argentina,202,Comedy Romance,3,877128388
145,31,Montenegro,56,Crime Drama,5,875271896
84,32,American Samoa,742,Drama Thriller,3,883450643
17,30,China,13,Comedy,3,885272654
148,33,Azerbaijan,1,Animation Children's Comedy,4,877019411
21,26,American Samoa,164,Action Adventure Sci-Fi Thriller,5,874951695
239,39,American Samoa,491,Action Adventure,5,889181015
297,29,Uruguay,89,Film-Noir Sci-Fi,4,875239125
186,39,Anguilla,250,Action Sci-Fi,1,879023607
104,27,Saudi Arabia,756,Comedy,2,888465739
239,39,American Samoa,194,Comedy Crime,5,889178833
280,30,American Samoa,1,Animation Children's Comedy,4,891700426
224,31,Montenegro,583,Crime Thriller,1,888103729
60,50,Tuvalu,162,Drama,4,883327734
239,39,American Samoa,513,Mystery Thriller,5,889178887
233,38,Brazil,375,Drama,4,876374419
110,19,Bhutan,38,Sci-Fi Thriller,3,886988574
99,20,Saudi Arabia,873,Comedy Romance,1,885678436
201,27,Argentina,518,Drama,4,884112201
214,26,Macedonia,131,Drama Romance,3,891544465
222,29,China,87,Drama,3,878182589
217,22,Italy,182,Crime Drama,2,889070109
239,39,American Samoa,234,Action Horror,3,889178762
194,38,Brazil,77,Drama Thriller,3,879527421
109,29,Bolivia,178,Drama,3,880572950
59,49,China,485,Musical Romance,2,888204466
70,27,Saudi Arabia,1133,Adventure Children's Fantasy,3,884151344
198,21,Azerbaijan,234,Action Horror,3,884207833
174,30,Saudi Arabia,660,Drama,5,886514261
130,20,Anguilla,1248,Thriller,3,880396702
283,28,Bhutan,432,Animation Children's Musical,5,879297965
311,32,Anguilla,98,Drama Thriller,5,884364502
130,20,Anguilla,105,Comedy,4,876251160
286,27,Azerbaijan,73,Action Comedy Western,5,877532965
56,25,Saudi Arabia,222,Action Adventure Sci-Fi,5,892679439
239,39,American Samoa,9,Drama,5,889180446
297,29,Uruguay,73,Action Comedy Western,2,875239691
94,26,Azerbaijan,860,Horror Thriller,2,891723706
275,38,Argentina,265,Action Thriller,4,880314031
291,19,Uruguay,1178,Comedy,4,875086354
70,27,Saudi Arabia,399,Action Adventure Comedy,4,884068521
301,24,Saint Helena,523,Comedy Drama,4,882076146
244,28,Italy,172,Action Adventure Drama Romance Sci-Fi War,4,880605665
53,26,Macedonia,281,Action Thriller,4,879443288
244,28,Italy,790,Comedy,4,880608037
151,38,Brazil,13,Comedy,3,879542688
24,21,Brazil,191,Drama Mystery,5,875323003
307,25,American Samoa,634,Documentary,3,879283385
234,60,Macedonia,241,Action Romance War,2,892335042
293,24,Anguilla,137,Drama,3,888904653
75,24,Uruguay,240,Animation Comedy,1,884050661
207,39,Anguilla,68,Action Romance Thriller,2,877125350
313,41,Brazil,566,Action Adventure Thriller,4,891016220
188,42,Bhutan,443,Horror,4,875074329
145,31,Montenegro,974,Drama Thriller,1,882182634
83,40,Saint Helena,385,Action Adventure Comedy Romance,4,887665549
109,29,Bolivia,402,Comedy Romance Thriller,4,880581344
185,53,Montenegro,216,Comedy Romance,4,883526268
149,35,Bolivia,319,Comedy Musical Romance,2,883512658
